school_,city_,countystate_territory_,african_american_adm,african_american_app,african_american_enr,american_indian_adm,american_indian_app,american_indian_enr,asian_adm,asian_app,asian_enr,domestic_unknown_adm,domestic_unknown_app,domestic_unknown_enr,hispanic_latinx_adm,hispanic_latinx_app,hispanic_latinx_enr,intl_adm,intl_app,intl_enr,pacific_islander_adm,pacific_islander_app,pacific_islander_enr,white_adm,white_app,white_enr,total_applied,total_accepted,total_enrolled,pct_accepted,pct_enrolled
ROSELAND UNIVERSITY PREP,Santa Rosa,Sonoma,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,32.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.0,20.0,9.0,62.5,28.12
ROSEMEAD HIGH SCHOOL,Rosemead,Los Angeles,0.0,0.0,0.0,0.0,0.0,0.0,72.0,90.0,45.0,0.0,0.0,0.0,18.0,26.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,116.0,90.0,54.0,77.59,46.55
ROSEMONT HIGH SCHOOL,Sacramento,Sacramento,7.0,11.0,0.0,0.0,0.0,0.0,8.0,12.0,3.0,0.0,0.0,0.0,18.0,19.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,8.0,0.0,50.0,37.0,8.0,74.0,16.0
ROSEVILLE HIGH SCHOOL,Roseville,Placer,0.0,0.0,0.0,0.0,0.0,0.0,13.0,23.0,6.0,0.0,0.0,0.0,11.0,18.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,33.0,6.0,74.0,44.0,19.0,59.46,25.68
ROYAL HIGH SCHOOL,Simi Valley,Ventura,0.0,0.0,0.0,3.0,0.0,0.0,25.0,30.0,14.0,3.0,5.0,3.0,20.0,31.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,24.0,39.0,6.0,105.0,75.0,29.0,71.43,27.62
RUBEN S AYALA HIGH SCHOOL,Chino Hills,San Bernardino,4.0,9.0,3.0,0.0,0.0,0.0,153.0,180.0,93.0,10.0,10.0,6.0,43.0,64.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,12.0,0.0,275.0,217.0,119.0,78.91,43.27
RUBIDOUX HIGH SCHOOL,Jurupa Valley,Riverside,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31.0,50.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,5.0,0.0,55.0,38.0,12.0,69.09,21.82
RUTH ASAWA SCHOOL OF THE ARTS,San Francisco,San Francisco,7.0,13.0,4.0,0.0,0.0,0.0,27.0,37.0,16.0,0.0,0.0,0.0,20.0,28.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,27.0,9.0,105.0,72.0,42.0,68.57,40.0
SACRAMENTO HIGH SCHOOL,Sacramento,Sacramento,11.0,11.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,15.0,6.0,136.36,54.55
SADDLEBACK HIGH SCHOOL,Santa Ana,Orange,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39.0,65.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,65.0,39.0,18.0,60.0,27.69
SAGE CREEK HIGH SCHOOL,Carlsbad,San Diego,0.0,7.0,0.0,3.0,0.0,3.0,40.0,53.0,28.0,6.0,10.0,0.0,25.0,39.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,46.0,79.0,20.0,188.0,120.0,66.0,63.83,35.11
SAGE OAK CHARTER,Redlands,San Bernardino,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,8.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,7.0,4.0,87.5,50.0
SAINT HELENA HIGH SCHOOL,Saint Helena,Napa,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,14.0,6.0,24.0,19.0,6.0,79.17,25.0
SALINAS HIGH SCHOOL,Salinas,Monterey,0.0,0.0,0.0,0.0,0.0,0.0,13.0,17.0,9.0,0.0,0.0,0.0,55.0,78.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,15.0,7.0,110.0,81.0,40.0,73.64,36.36
SAMUELI ACADEMY,Santa Ana,Orange,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,42.0,49.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,49.0,45.0,18.0,91.84,36.73
SAN BERNARDINO HIGH SCHOOL,San Bernardino,San Bernardino,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35.0,49.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,54.0,35.0,15.0,64.81,27.78
SAN CLEMENTE HIGH SCHOOL,San Clemente,Orange,3.0,0.0,0.0,5.0,6.0,4.0,12.0,17.0,6.0,4.0,8.0,0.0,33.0,57.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,56.0,94.0,25.0,182.0,113.0,47.0,62.09,25.82
SAN DIEGO CITY SCHOOLS,San Diego,San Diego,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,inf,inf
SAN DIEGO HIGH SCHOOL,San Diego,San Diego,15.0,19.0,5.0,0.0,0.0,0.0,10.0,13.0,8.0,7.0,7.0,0.0,55.0,96.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0,45.0,49.0,20.0,184.0,132.0,56.0,71.74,30.43
SAN DIEGO MET,San Diego,San Diego,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,6.0,4.0,6.0,8.0,4.0,133.33,66.67
SAN DIEGO SCHL CREATE/PERFORM,San Diego,San Diego,9.0,13.0,5.0,0.0,0.0,0.0,17.0,33.0,10.0,0.0,0.0,0.0,5.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,8.0,3.0,68.0,36.0,18.0,52.94,26.47
SAN DIEGUITO ACADEMY,Encinitas,San Diego,0.0,0.0,0.0,0.0,0.0,0.0,27.0,35.0,16.0,11.0,14.0,5.0,42.0,60.0,21.0,0.0,0.0,0.0,0.0,0.0,0.0,112.0,151.0,46.0,260.0,192.0,88.0,73.85,33.85
SAN DIMAS HIGH SCHOOL,San Dimas,Los Angeles,4.0,8.0,4.0,0.0,0.0,0.0,18.0,19.0,6.0,0.0,0.0,0.0,27.0,42.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,13.0,6.0,82.0,60.0,26.0,73.17,31.71
SAN FERNANDO HIGH SCHOOL,San Fernando,Los Angeles,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,62.0,93.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,93.0,62.0,20.0,66.67,21.51
SAN FRANCISCO INTERNATIONAL HS,San Francisco,San Francisco,0.0,0.0,0.0,0.0,0.0,0.0,11.0,11.0,9.0,0.0,0.0,0.0,11.0,12.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.0,22.0,13.0,95.65,56.52
SAN GABRIEL HIGH SCHOOL,San Gabriel,Los Angeles,0.0,0.0,0.0,0.0,0.0,0.0,100.0,130.0,47.0,0.0,0.0,0.0,17.0,21.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,151.0,117.0,52.0,77.48,34.44
SAN GORGONIO HIGH SCHOOL,San Bernardino,San Bernardino,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,3.0,0.0,0.0,0.0,30.0,43.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,43.0,34.0,9.0,79.07,20.93
SAN JACINTO HIGH SCHOOL,San Jacinto,Riverside,8.0,10.0,3.0,0.0,0.0,0.0,4.0,5.0,0.0,0.0,0.0,0.0,50.0,68.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,7.0,3.0,90.0,69.0,25.0,76.67,27.78
SAN JACINTO VALLEY ACADEMY,San Jacinto,Riverside,0.0,5.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,18.0,22.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.0,22.0,7.0,81.48,25.93
SAN JOAQUIN HIGH SCHOOL,Irvine,Orange,0.0,0.0,0.0,0.0,0.0,0.0,10.0,11.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,10.0,7.0,90.91,63.64
SAN JOSE HIGH SCHOOL,San Jose,Santa Clara,0.0,0.0,0.0,0.0,0.0,0.0,9.0,9.0,3.0,0.0,0.0,0.0,16.0,24.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,33.0,29.0,6.0,87.88,18.18
SAN JUAN HIGH SCHOOL,Citrus Heights,Sacramento,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,7.0,0.0,14.0,7.0,0.0,50.0,0.0
SAN JUAN HILLS HIGH SCHOOL,San Juan Capistrano,Orange,6.0,8.0,3.0,0.0,0.0,0.0,32.0,36.0,17.0,11.0,14.0,4.0,33.0,51.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,54.0,82.0,29.0,191.0,136.0,63.0,71.2,32.98
SAN LEANDRO HIGH SCHOOL,San Leandro,Alameda,14.0,24.0,4.0,0.0,0.0,0.0,58.0,75.0,42.0,0.0,0.0,0.0,40.0,60.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,13.0,3.0,172.0,121.0,65.0,70.35,37.79
SAN LORENZO HIGH SCHOOL,San Lorenzo,Alameda,5.0,6.0,3.0,0.0,0.0,0.0,5.0,7.0,4.0,0.0,0.0,0.0,17.0,25.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.0,27.0,13.0,71.05,34.21
SAN LORENZO VALLEY HIGH SCHOOL,Felton,Santa Cruz,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0,31.0,10.0,31.0,21.0,10.0,67.74,32.26
SAN LUIS OBISPO HIGH SCHOOL,San Luis Obispo,San Luis Obispo,0.0,0.0,0.0,0.0,0.0,0.0,18.0,23.0,7.0,3.0,0.0,0.0,35.0,48.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,51.0,75.0,23.0,146.0,107.0,45.0,73.29,30.82
SAN MARCOS HIGH SCHOOL,San Marcos,San Diego,5.0,7.0,0.0,0.0,0.0,0.0,59.0,77.0,34.0,0.0,6.0,0.0,27.0,71.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,81.0,136.0,39.0,297.0,172.0,80.0,57.91,26.94
SAN MARCOS HIGH SCHOOL,Santa Barbara,Santa Barbara,0.0,0.0,0.0,0.0,0.0,0.0,9.0,14.0,4.0,5.0,6.0,0.0,42.0,70.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,52.0,61.0,26.0,151.0,108.0,40.0,71.52,26.49
SAN MARIN HIGH SCHOOL,Novato,Marin,0.0,0.0,0.0,0.0,0.0,0.0,14.0,21.0,11.0,3.0,0.0,0.0,13.0,15.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,29.0,49.0,12.0,85.0,59.0,27.0,69.41,31.76
SAN MARINO HIGH SCHOOL,San Marino,Los Angeles,0.0,0.0,0.0,0.0,0.0,0.0,80.0,94.0,39.0,8.0,9.0,0.0,9.0,20.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,123.0,100.0,44.0,81.3,35.77
SAN MATEO HIGH SCHOOL,San Mateo,San Mateo,3.0,0.0,0.0,0.0,0.0,0.0,69.0,92.0,37.0,7.0,7.0,5.0,26.0,34.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,40.0,11.0,173.0,130.0,66.0,75.14,38.15
SAN PASQUAL HIGH SCHOOL,Escondido,San Diego,4.0,6.0,3.0,0.0,0.0,0.0,4.0,8.0,0.0,3.0,5.0,0.0,43.0,68.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,26.0,36.0,15.0,123.0,80.0,34.0,65.04,27.64
SAN PEDRO HIGH SCHOOL,San Pedro,Los Angeles,13.0,23.0,5.0,0.0,0.0,0.0,8.0,14.0,4.0,0.0,0.0,0.0,53.0,87.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,20.0,13.0,144.0,88.0,46.0,61.11,31.94
SAN RAFAEL HIGH SCHOOL,San Rafael,Marin,0.0,0.0,0.0,0.0,0.0,0.0,7.0,7.0,4.0,0.0,0.0,0.0,33.0,45.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,28.0,35.0,15.0,87.0,68.0,35.0,78.16,40.23
SAN RAMON VALLEY HIGH SCHOOL,Danville,Contra Costa,4.0,8.0,3.0,0.0,0.0,0.0,47.0,62.0,17.0,6.0,8.0,6.0,16.0,31.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,61.0,112.0,28.0,221.0,134.0,62.0,60.63,28.05
SAN YSIDRO HIGH SCHOOL,San Diego,San Diego,4.0,5.0,0.0,0.0,0.0,0.0,9.0,12.0,8.0,0.0,0.0,0.0,79.0,115.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,132.0,92.0,38.0,69.7,28.79
SANGER HIGH SCHOOL,Sanger,Fresno,0.0,0.0,0.0,0.0,0.0,0.0,3.0,5.0,0.0,0.0,0.0,0.0,55.0,76.0,21.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,5.0,0.0,86.0,62.0,21.0,72.09,24.42
SANGER WEST HIGH SCHOOL,Fresno,Fresno,0.0,0.0,0.0,0.0,0.0,0.0,19.0,25.0,7.0,0.0,0.0,0.0,14.0,22.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,47.0,33.0,13.0,70.21,27.66
SANTA ANA HIGH SCHOOL,Santa Ana,Orange,0.0,6.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,97.0,144.0,31.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,150.0,100.0,31.0,66.67,20.67
SANTA BARBARA SENIOR HIGH SCHO,Santa Barbara,Santa Barbara,0.0,7.0,0.0,0.0,0.0,0.0,7.0,12.0,0.0,0.0,0.0,0.0,42.0,72.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,64.0,75.0,25.0,166.0,113.0,38.0,68.07,22.89
SANTA CLARA HIGH SCHOOL,Santa Clara,Santa Clara,10.0,14.0,0.0,0.0,0.0,0.0,66.0,85.0,33.0,3.0,5.0,0.0,14.0,23.0,6.0,4.0,0.0,3.0,0.0,0.0,0.0,15.0,22.0,6.0,149.0,112.0,48.0,75.17,32.21
SANTA CLARITA VALLEY INTERNATI,Castaic,Los Angeles,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,7.0,0.0,7.0,5.0,0.0,71.43,0.0
SANTA CRUZ HIGH SCHOOL,Santa Cruz,Santa Cruz,4.0,6.0,0.0,0.0,0.0,0.0,8.0,12.0,6.0,3.0,5.0,0.0,16.0,24.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,41.0,57.0,22.0,104.0,72.0,35.0,69.23,33.65
SANTA FE HIGH SCHOOL,Santa Fe Springs,Los Angeles,0.0,5.0,0.0,0.0,0.0,0.0,6.0,9.0,5.0,0.0,0.0,0.0,66.0,99.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,5.0,0.0,118.0,76.0,28.0,64.41,23.73
SANTA MARIA HIGH SCHOOL,Santa Maria,Santa Barbara,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,129.0,170.0,35.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,170.0,132.0,35.0,77.65,20.59
SANTA MONICA HIGH SCHOOL,Santa Monica,Los Angeles,26.0,36.0,8.0,0.0,0.0,0.0,42.0,52.0,21.0,10.0,14.0,5.0,64.0,102.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,111.0,161.0,40.0,365.0,253.0,98.0,69.32,26.85
SANTA PAULA HIGH SCHOOL,Santa Paula,Ventura,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,69.0,91.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,6.0,3.0,97.0,75.0,18.0,77.32,18.56
SANTA ROSA ACADEMY,Menifee,Riverside,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,7.0,3.0,15.0,10.0,3.0,66.67,20.0
SANTA ROSA HIGH SCHOOL,Santa Rosa,Sonoma,0.0,0.0,0.0,0.0,0.0,0.0,3.0,8.0,0.0,0.0,0.0,0.0,14.0,16.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,25.0,8.0,49.0,32.0,14.0,65.31,28.57
SANTA SUSANA HIGH SCHOOL,Simi Valley,Ventura,0.0,0.0,0.0,0.0,0.0,0.0,26.0,35.0,14.0,3.0,0.0,0.0,11.0,20.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,20.0,3.0,75.0,53.0,21.0,70.67,28.0
SANTA TERESA HIGH SCHOOL,San Jose,Santa Clara,6.0,8.0,4.0,0.0,0.0,0.0,74.0,99.0,38.0,3.0,5.0,0.0,17.0,26.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,25.0,6.0,163.0,116.0,56.0,71.17,34.36
SANTA YNEZ VALLEY UNION HS,Santa Ynez,Santa Barbara,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,13.0,0.0,30.0,23.0,0.0,76.67,0.0
SANTANA HIGH SCHOOL,Santee,San Diego,0.0,0.0,0.0,0.0,0.0,0.0,7.0,10.0,3.0,0.0,0.0,0.0,17.0,27.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,23.0,36.0,7.0,73.0,47.0,17.0,64.38,23.29
SANTEE EDUCATION COMPLEX,Los Angeles,Los Angeles,4.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,113.0,137.0,36.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,142.0,117.0,36.0,82.39,25.35
SANTIAGO HIGH SCHOOL,Corona,Riverside,17.0,23.0,9.0,0.0,0.0,0.0,55.0,63.0,34.0,0.0,0.0,0.0,54.0,75.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,44.0,60.0,19.0,221.0,170.0,86.0,76.92,38.91
SANTIAGO HIGH SCHOOL,Garden Grove,Orange,0.0,0.0,0.0,0.0,0.0,0.0,31.0,36.0,22.0,0.0,0.0,0.0,59.0,80.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,116.0,90.0,39.0,77.59,33.62
SARATOGA HIGH SCHOOL,Saratoga,Santa Clara,0.0,0.0,0.0,0.0,0.0,0.0,134.0,165.0,41.0,20.0,22.0,12.0,5.0,11.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,15.0,23.0,3.0,221.0,177.0,56.0,80.09,25.34
SATO ACADEMY OF MATH & SCIENCE,Long Beach,Los Angeles,5.0,8.0,0.0,0.0,0.0,0.0,15.0,24.0,8.0,0.0,0.0,0.0,11.0,20.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,10.0,0.0,62.0,37.0,13.0,59.68,20.97
SAUGUS HIGH SCHOOL,Santa Clarita,Los Angeles,4.0,13.0,0.0,0.0,0.0,0.0,19.0,34.0,10.0,0.0,0.0,0.0,20.0,39.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,26.0,41.0,11.0,127.0,69.0,28.0,54.33,22.05
SAVANNA HIGH SCHOOL,Anaheim,Orange,0.0,0.0,0.0,0.0,0.0,0.0,14.0,20.0,7.0,0.0,0.0,0.0,49.0,79.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,6.0,0.0,105.0,67.0,22.0,63.81,20.95
SCH ENGINEERING & SCIENCES,Sacramento,Sacramento,0.0,0.0,0.0,0.0,0.0,0.0,4.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,4.0,0.0,80.0,0.0
SCH SOCIAL JUSTICE-CONT LEARN CTR,Los Angeles,Los Angeles,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.0,31.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31.0,19.0,0.0,61.29,0.0
SCHL ENTREPRENEURSHIP & TECH,San Diego,San Diego,0.0,0.0,0.0,0.0,0.0,0.0,5.0,5.0,0.0,0.0,0.0,0.0,5.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,5.0,0.0,16.0,13.0,0.0,81.25,0.0
SCHOOL OF ARTS AND ENTERPRISE,Pomona,Los Angeles,3.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0,13.0,0.0,61.9,0.0
SCHOOL OF EXTENDED EDU OPTIONS,Pomona,Los Angeles,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0
SCHOOL VISUAL ARTS HUMANITIES,Los Angeles,Los Angeles,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,22.0,25.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,25.0,10.0,100.0,40.0
SCHURR HIGH SCHOOL,Montebello,Los Angeles,0.0,0.0,0.0,0.0,0.0,0.0,22.0,23.0,11.0,0.0,0.0,0.0,62.0,101.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,124.0,88.0,26.0,70.97,20.97
SCIENCE ACADEMY STEM MAGNET,North Hollywood,Los Angeles,0.0,0.0,0.0,0.0,0.0,0.0,7.0,14.0,4.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,14.0,3.0,28.0,19.0,7.0,67.86,25.0
SCOTTS VALLEY HIGH SCHOOL,Scotts Valley,Santa Cruz,0.0,0.0,0.0,0.0,0.0,0.0,5.0,7.0,3.0,0.0,0.0,0.0,6.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.0,51.0,19.0,68.0,43.0,22.0,63.24,32.35
SCRIPPS RANCH HIGH,San Diego,San Diego,4.0,11.0,0.0,0.0,0.0,0.0,87.0,122.0,48.0,8.0,11.0,0.0,19.0,39.0,9.0,6.0,6.0,4.0,0.0,0.0,0.0,40.0,76.0,18.0,265.0,164.0,79.0,61.89,29.81
SEASIDE HIGH SCHOOL,Seaside,Monterey,0.0,0.0,0.0,0.0,0.0,0.0,4.0,5.0,0.0,0.0,0.0,0.0,16.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.0,20.0,0.0,71.43,0.0
SEGERSTROM HIGH SCHOOL,Santa Ana,Orange,0.0,0.0,0.0,0.0,0.0,0.0,22.0,30.0,12.0,0.0,0.0,0.0,78.0,117.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,147.0,100.0,31.0,68.03,21.09
SELMA HIGH SCHOOL,Selma,Fresno,0.0,0.0,0.0,0.0,0.0,0.0,4.0,5.0,0.0,0.0,0.0,0.0,46.0,59.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,64.0,50.0,10.0,78.12,15.62
SEQUOIA HIGH SCHOOL,Redwood City,San Mateo,0.0,0.0,0.0,0.0,0.0,0.0,24.0,30.0,10.0,4.0,5.0,0.0,47.0,59.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,61.0,84.0,23.0,178.0,136.0,53.0,76.4,29.78
SERRANO HIGH SCHOOL,Phelan,San Bernardino,5.0,7.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,23.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,15.0,5.0,45.0,30.0,15.0,66.67,33.33
SHADOW HILLS HIGH SCHOOL,Indio,Riverside,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.0,52.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,8.0,0.0,60.0,45.0,14.0,75.0,23.33
SHAFTER HIGH SCHOOL,Shafter,Kern,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,46.0,60.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,60.0,46.0,22.0,76.67,36.67
SHASTA HIGH SCHOOL,Redding,Shasta,0.0,0.0,0.0,0.0,0.0,0.0,6.0,6.0,5.0,0.0,0.0,0.0,3.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,23.0,7.0,35.0,26.0,12.0,74.29,34.29
SHELDON HIGH SCHOOL,Sacramento,Sacramento,7.0,11.0,5.0,0.0,0.0,0.0,67.0,108.0,30.0,0.0,0.0,0.0,9.0,16.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,13.0,0.0,148.0,91.0,39.0,61.49,26.35
SHERMAN E BURROUGHS HS,Ridgecrest,Kern,0.0,0.0,0.0,0.0,0.0,0.0,8.0,10.0,4.0,0.0,0.0,0.0,4.0,7.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,5.0,0.0,22.0,15.0,7.0,68.18,31.82
SHERMAN OAKS CTR ENRCHED STDS,Tarzana,Los Angeles,6.0,6.0,4.0,0.0,0.0,0.0,25.0,30.0,16.0,0.0,0.0,0.0,20.0,32.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,24.0,35.0,15.0,103.0,75.0,44.0,72.82,42.72
SIERRA ACADEMY EXPEDITION LRNG,Nevada City,Nevada,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,6.0,0.0,6.0,4.0,0.0,66.67,0.0
